Target Name,Target Accession,Target Length,Query Name,Query Accession,Query Length,E-value,Score,Bias,Domain Index,Domain Count,Cond. E-value,Domain Ind. E-value,Domain Bit-score,Domain Bias,Query Ali. Start,Query Ali. End,Target Ali. Start,Target Ali. End,Target Env. Start,Target Env. End,Acc,Description,Mapped PDB(s),Number of Identical Sequences,targetCoverage
CL1_1989,CL1_1989,553,Query,-,528,4e-200,678.9,25.5,1,1,2e-204,4.8e-200,678.600708,25.48,3,523,7,528,5,532,0.98,chaperonin subunit alpha,,0,0.988636363636364
A7C91_09655,A7C91_09655,547,Query,-,528,4.2e-200,678.8,28.4,1,1,2.1e-204,5e-200,678.5404663,28.35,3,523,7,528,5,532,0.99,thermosome subunit,,0,0.988636363636364
Mboo_0315,Mboo_0315,547,Query,-,528,4.8e-200,678.6,21.4,1,1,2.4e-204,5.7e-200,678.3551025,21.35,3,524,8,527,6,530,0.99,thermosome,,0,0.984848484848485
X802_09235,X802_09235,551,Query,-,528,5.3e-200,678.5,28,1,1,2.7e-204,6.3e-200,678.2090454,28.05,3,523,7,528,5,532,0.99,thermosome subunit,,0,0.988636363636364
A0127_01560,A0127_01560,548,Query,-,528,5.3e-200,678.5,25.1,1,1,2.5e-204,6e-200,678.27771,25.07,3,525,7,530,5,533,0.99,thermosome subunit,,0,0.992424242424242
Mvol_1179,Mvol_1179,547,Query,-,528,6.3e-200,678.2,30,1,1,3.2e-204,7.7e-200,677.9315186,29.97,7,525,14,529,9,532,0.99,thermosome,,0,0.977272727272727
Metli_2348,Metli_2348,548,Query,-,528,9.5e-200,677.6,19.2,1,1,4.6e-204,1.1e-199,677.414978,19.16,3,524,8,527,6,531,0.99,thermosome,,0,0.984848484848485
Aboo_1131,Aboo_1131,539,Query,-,528,1.2e-199,677.3,27.4,1,1,6e-204,1.4e-199,677.0305786,27.38,3,525,5,528,3,531,0.99,thermosome,,0,0.992424242424242
ABOONEI_1216,ABOONEI_1216,538,Query,-,528,1.2e-199,677.3,27.4,1,1,6e-204,1.4e-199,677.0411987,27.38,3,525,4,527,2,530,0.99,thermosome, multiple subunit protein, archaeal subfamily,,0,0.992424242424242
N186_02395,N186_02395,545,Query,-,528,1.4e-199,677.1,18.3,1,1,7.1e-204,1.7e-199,676.8081055,18.31,4,526,9,532,6,534,0.98,thermosome subunit,,0,0.992424242424242
Mpet_0079,Mpet_0079,551,Query,-,528,1.5e-199,677,24.8,1,1,7.4e-204,1.8e-199,676.7463379,24.76,3,522,8,525,6,530,0.99,thermosome,,0,0.981060606060606
AMR53_06005,AMR53_06005,550,Query,-,528,1.8e-199,676.7,28.5,1,1,9.1e-204,2.2e-199,676.4456787,28.45,3,524,7,529,5,532,0.99,thermosome subunit,,0,0.990530303030303
ACAM_1294,ACAM_1294,541,Query,-,528,3.2e-199,675.9,12,1,1,1.7e-203,4.1e-199,675.5430298,11.98,4,526,8,532,6,534,0.99,thermosome beta subunit,,0,0.994318181818182
Maeo_1023,Maeo_1023,543,Query,-,528,4.6e-199,675.4,31.4,1,1,2.3e-203,5.5e-199,675.1026611,31.41,3,522,3,521,1,526,0.99,thermosome,,0,0.982954545454545
AKJ37_01640,AKJ37_01640,556,Query,-,528,4.7e-199,675.3,23,1,1,2.3e-203,5.6e-199,675.0986328,22.99,3,524,8,530,6,533,0.99,thermosome subunit,,0,0.990530303030303
ABOONEI_424,ABOONEI_424,551,Query,-,528,4.8e-199,675.3,27.5,1,1,2.5e-203,5.9e-199,675.0006104,27.47,3,525,6,527,4,529,0.99,thermosome, multiple subunit protein, archaeal subfamily,,0,0.988636363636364
Mbar_A1201,Mbar_A1201,555,Query,-,528,5.1e-199,675.2,22.9,1,1,2.4e-203,5.8e-199,675.0296631,22.9,3,525,4,526,2,529,0.99,thermosome subunit,,0,0.990530303030303
MSBRW_3523,MSBRW_3523,555,Query,-,528,5.1e-199,675.2,22.9,1,1,2.4e-203,5.8e-199,675.0296631,22.9,3,525,4,526,2,529,0.99,Heat shock protein 60 family chaperone GroEL,,0,0.990530303030303
MA03_06100,MA03_06100,559,Query,-,528,5.3e-199,675.2,20.1,1,1,2.9e-203,6.8e-199,674.8048706,20.11,4,526,19,543,17,545,0.99,thermosome subunit,,0,0.994318181818182
Pyrfu_0102,Pyrfu_0102,566,Query,-,528,5.3e-199,675.2,14.7,1,1,2.9e-203,6.8e-199,674.7982178,14.66,4,526,13,552,11,554,0.98,thermosome,,0,1.02272727272727
ABOONEI_2424,ABOONEI_2424,538,Query,-,528,5.8e-199,675,26.9,1,1,2.8e-203,6.8e-199,674.8189697,26.87,3,525,4,527,2,530,0.99,thermosome, multiple subunit protein, archaeal subfamily,,0,0.992424242424242
ABOONEI_3002,ABOONEI_3002,551,Query,-,528,8.1e-199,674.5,27.5,1,1,4.2e-203,1e-198,674.2575073,27.47,3,525,6,527,4,529,0.99,thermosome, multiple subunit protein, archaeal subfamily,,1,0.988636363636364
Mmah_0335,Mmah_0335,561,Query,-,528,1.6e-198,673.6,21.8,1,1,8.1e-203,1.9e-198,673.3193359,21.75,3,520,9,526,7,531,0.99,thermosome subunit,,0,0.981060606060606
Metho_2168,Metho_2168,551,Query,-,528,2e-198,673.3,23.4,1,1,1.1e-202,2.5e-198,672.9232178,23.44,3,522,8,528,6,532,0.99,thermosome subunit,,0,0.986742424242424
MCP_0636,MCP_0636,551,Query,-,528,2.2e-198,673.2,20.2,1,1,1.1e-202,2.7e-198,672.8572998,20.25,3,522,9,529,7,533,0.99,thermosome,,0,0.986742424242424
Mtc_2376,Mtc_2376,553,Query,-,528,3.3e-198,672.5,21.4,1,1,1.7e-202,3.9e-198,672.2885132,21.41,3,522,9,529,7,534,0.99,thermosome subunit,,0,0.986742424242424
RCIX1971,RCIX1971,548,Query,-,528,3.3e-198,672.5,24.6,1,1,1.7e-202,4e-198,672.2857666,24.58,3,524,8,529,6,533,0.99,chaperonin Hsp60 (GroEL-like),,0,0.988636363636364
Arcve_1574,Arcve_1574,544,Query,-,528,4.2e-198,672.2,25.7,1,1,2e-202,4.8e-198,672.0015869,25.71,3,525,7,530,5,533,0.98,thermosome,,0,0.992424242424242
MA03_00050,MA03_00050,546,Query,-,528,4.2e-198,672.2,18.5,1,1,2.1e-202,5e-198,671.9406128,18.48,4,526,9,532,6,534,0.99,thermosome subunit,,0,0.992424242424242
Mlab_0206,Mlab_0206,551,Query,-,528,5.4e-198,671.8,21.7,1,1,2.6e-202,6.2e-198,671.6447144,21.73,3,524,8,527,6,531,0.99,thermosome,,0,0.984848484848485
TSIB_1538,TSIB_1538,550,Query,-,528,6.2e-198,671.6,28.3,1,1,3.2e-202,7.7e-198,671.3388672,28.35,3,524,8,530,6,533,0.99,Thermosome beta subunit,,0,0.990530303030303
Mpal_0032,Mpal_0032,551,Query,-,528,6.8e-198,671.5,25.7,1,1,3.3e-202,7.8e-198,671.3129883,25.74,3,524,8,527,6,531,0.99,thermosome,,0,0.984848484848485
Ngar_c00930,Ngar_c00930,555,Query,-,528,7e-198,671.5,24.6,1,1,3.3e-202,8e-198,671.2822876,24.55,3,524,11,534,9,538,0.99,archaeal thermosome,,0,0.992424242424242
NITUZ_60156,NITUZ_60156,569,Query,-,528,7e-198,671.5,22.1,1,1,3.6e-202,8.7e-198,671.1633301,22.1,4,522,11,530,8,534,0.98,Thermosome subunit,,0,0.984848484848485
Ferp_2119,Ferp_2119,545,Query,-,528,8e-198,671.3,29.6,1,1,4e-202,9.5e-198,671.0249634,29.58,3,526,7,531,5,533,0.99,thermosome,,0,0.994318181818182
NVIE_029190,NVIE_029190,554,Query,-,528,8e-198,671.3,26,1,1,3.8e-202,9.2e-198,671.0789795,26.01,3,525,11,534,9,537,0.99,archaeal thermosome,,0,0.992424242424242
Metlim_1221,Metlim_1221,550,Query,-,528,1e-197,670.9,21.9,1,1,5e-202,1.2e-197,670.7098389,21.88,3,523,8,526,6,531,0.99,thermosome subunit,,0,0.982954545454545
NKOR_09530,NKOR_09530,600,Query,-,528,1.1e-197,670.8,23,1,1,5.4e-202,1.3e-197,670.5910645,23.05,2,523,43,565,42,569,0.99,thermosome,,0,0.990530303030303
AOA65_0622,AOA65_0622,550,Query,-,528,1.2e-197,670.7,22.9,1,1,5.7e-202,1.4e-197,670.5026855,22.93,3,526,10,535,8,537,0.98,Thermosome subunit alpha,,0,0.996212121212121
GACE_1309,GACE_1309,548,Query,-,528,1.4e-197,670.4,27.6,1,1,7.1e-202,1.7e-197,670.1989746,27.6,3,522,7,527,5,533,0.98,thermosome, subunit beta,,0,0.986742424242424
CISAcid_04670,CISAcid_04670,558,Query,-,528,1.6e-197,670.3,15.7,1,1,8.1e-202,1.9e-197,670.0181885,15.68,4,523,11,532,8,537,0.99,thermosome, archaeal,,0,0.988636363636364
NTE_03123,NTE_03123,556,Query,-,528,2e-197,670,24.2,1,1,9.5e-202,2.3e-197,669.7824707,24.23,3,524,11,534,9,538,0.99,thermosome subunit,,0,0.992424242424242
Smar_1268,Smar_1268,550,Query,-,528,2.1e-197,669.9,19,1,1,1.1e-201,2.7e-197,669.5290527,19.04,4,526,7,534,5,537,0.97,thermosome subunit,,0,1
Mfer_0075,Mfer_0075,529,Query,-,528,2.1e-197,669.9,24.7,1,1,1e-201,2.5e-197,669.6563721,24.66,3,522,6,519,4,525,0.98,thermosome subunit,,0,0.973484848484849
OSP8Acid_04660,OSP8Acid_04660,558,Query,-,528,2.9e-197,669.4,15.3,1,1,1.4e-201,3.4e-197,669.1902466,15.34,4,523,11,532,8,537,0.99,thermosome, archaeal,,0,0.988636363636364
Mhun_2549,Mhun_2549,552,Query,-,528,3.6e-197,669.1,22.9,1,1,1.7e-201,4.1e-197,668.9447021,22.87,3,524,8,527,6,531,0.99,thermosome subunit,,0,0.984848484848485
Arcve_1234,Arcve_1234,543,Query,-,528,4e-197,669,24.2,1,1,1.9e-201,4.6e-197,668.7765503,24.16,3,524,7,529,5,533,0.99,thermosome,,0,0.990530303030303
JCHSAcid_12120,JCHSAcid_12120,558,Query,-,528,4.8e-197,668.7,15.5,1,1,2.4e-201,5.7e-197,668.4534912,15.55,4,523,11,532,8,537,0.99,thermosome, archaeal,,0,0.988636363636364
AAA799E16_00536,AAA799E16_00536,570,Query,-,528,5.2e-197,668.6,23.2,1,1,2.6e-201,6.1e-197,668.3584595,23.18,2,523,10,532,9,536,0.98,Thermosome subunit alpha protein,,0,0.990530303030303
AAA799N04_00957,AAA799N04_00957,570,Query,-,528,5.2e-197,668.6,23.2,1,1,2.6e-201,6.1e-197,668.3584595,23.18,2,523,10,532,9,536,0.98,Thermosome subunit alpha protein,,0,0.990530303030303
AAA799D11_01732,AAA799D11_01732,570,Query,-,528,5.2e-197,668.6,23.2,1,1,2.6e-201,6.1e-197,668.3584595,23.18,2,523,10,532,9,536,0.98,Thermosome subunit alpha protein,,0,0.990530303030303
NTE_01192,NTE_01192,545,Query,-,528,6.9e-197,668.2,26.2,1,1,3.3e-201,7.8e-197,668.0115967,26.22,4,525,2,524,1,527,0.99,thermosome subunit,,0,0.990530303030303
A994_11497,A994_11497,546,Query,-,528,7.3e-197,668.1,26.1,1,1,3.5e-201,8.3e-197,667.9163818,26.08,3,524,10,525,8,529,0.98,thermosome,,0,0.977272727272727
MCGE09_00342,MCGE09_00342,555,Query,-,528,7.4e-197,668.1,18.1,1,1,3.8e-201,9e-197,667.8032837,18.08,3,522,9,529,7,533,0.99,thermosome subunit,,0,0.986742424242424
NVIE_024240,NVIE_024240,557,Query,-,528,7.9e-197,668,23.6,1,1,3.8e-201,9.1e-197,667.7976074,23.63,3,524,11,534,9,538,0.99,archaeal thermosome,,0,0.992424242424242
AKJ65_00120,AKJ65_00120,545,Query,-,528,8.6e-197,667.9,18,1,1,4.4e-201,1.1e-196,667.5845337,18.04,3,522,9,529,7,532,0.99,thermosome subunit,,0,0.986742424242424
Nlim_1525,Nlim_1525,570,Query,-,528,1e-196,667.6,23.4,1,1,5.4e-201,1.3e-196,667.2966919,23.37,2,524,10,533,9,536,0.99,thermosome,,0,0.992424242424242
MSWAN_0737,MSWAN_0737,547,Query,-,528,1.1e-196,667.6,25.2,1,1,5.1e-201,1.2e-196,667.366333,25.18,3,524,12,527,10,531,0.98,thermosome,,0,0.977272727272727
BRM9_1454,BRM9_1454,546,Query,-,528,1.1e-196,667.5,26.3,1,1,5.5e-201,1.3e-196,667.2773438,26.3,3,524,10,525,8,529,0.98,thermosome subunit,,1,0.977272727272727
AOA66_0711,AOA66_0711,550,Query,-,528,1.1e-196,667.5,24.3,1,1,5.9e-201,1.4e-196,667.1630859,24.33,3,525,10,534,8,537,0.99,Thermosome subunit beta,,0,0.994318181818182
MGAcid_02760,MGAcid_02760,558,Query,-,528,1.1e-196,667.5,15.5,1,1,5.7e-201,1.4e-196,667.208313,15.53,4,523,11,532,8,537,0.99,thermosome, archaeal,,0,0.988636363636364
MCGE09_00504,MCGE09_00504,555,Query,-,528,1.3e-196,667.3,18.1,1,1,6.7e-201,1.6e-196,666.9869995,18.07,3,522,6,526,4,530,0.99,thermosome subunit,,0,0.986742424242424
Shell_1184,Shell_1184,554,Query,-,528,1.4e-196,667.2,20.1,1,1,7.8e-201,1.9e-196,666.7694702,20.1,4,526,9,536,7,538,0.98,thermosome,,0,1
BG20_I1503,BG20_I1503,567,Query,-,528,1.4e-196,667.2,23.6,1,1,7.2e-201,1.7e-196,666.8742676,23.58,2,524,10,533,9,536,0.99,thermosome, subunit,,0,0.992424242424242
Memar_2346,Memar_2346,553,Query,-,528,1.5e-196,667.1,20.7,1,1,7e-201,1.7e-196,666.9225464,20.67,3,524,7,529,5,533,0.99,thermosome subunit,,0,0.990530303030303
Smar_0907,Smar_0907,546,Query,-,528,1.6e-196,667,17.2,1,1,7.7e-201,1.8e-196,666.776123,17.18,4,525,9,532,6,535,0.99,thermosome subunit,,0,0.992424242424242
JI55_03340,JI55_03340,568,Query,-,528,1.9e-196,666.8,23.5,1,1,9.3e-201,2.2e-196,666.5175781,23.46,2,523,10,532,9,536,0.99,thermosome subunit,,0,0.990530303030303
SZ63_06050,SZ63_06050,554,Query,-,528,2.6e-196,666.3,21.5,1,1,1.3e-200,3e-196,666.0632324,21.46,3,524,7,529,5,533,0.99,thermosome subunit,,0,0.990530303030303
NPIRD3C_0248,NPIRD3C_0248,571,Query,-,528,3.3e-196,666,23.6,1,1,1.6e-200,3.9e-196,665.7171021,23.59,2,523,10,532,9,536,0.99,Thermosome subunit alpha,,0,0.990530303030303
Metev_1852,Metev_1852,555,Query,-,528,3.5e-196,665.9,24.3,1,1,1.7e-200,4.1e-196,665.645752,24.32,3,523,15,536,13,541,0.99,thermosome,,0,0.988636363636364
BD31_I0295,BD31_I0295,574,Query,-,528,4.1e-196,665.6,22.5,1,1,2.1e-200,4.9e-196,665.3734131,22.48,2,523,16,538,15,542,0.99,thermosome, subunit,,0,0.990530303030303
MY1_1897,MY1_1897,567,Query,-,528,4.4e-196,665.5,23.2,1,1,2.3e-200,5.4e-196,665.2397461,23.15,2,524,10,533,9,536,0.99,Thermosome,,0,0.992424242424242
Asulf_00765,Asulf_00765,544,Query,-,528,4.4e-196,665.5,24.8,1,1,2.2e-200,5.3e-196,665.265686,24.78,3,522,7,527,5,532,0.99,thermosome subunit,,0,0.986742424242424
Ngar_c28160,Ngar_c28160,558,Query,-,528,5e-196,665.4,22.9,1,1,2.7e-200,6.6e-196,664.9624634,22.95,4,523,12,532,10,536,0.99,archaeal thermosome,,0,0.986742424242424
Nmar_1792,Nmar_1792,570,Query,-,528,5.4e-196,665.2,21.4,1,1,2.7e-200,6.5e-196,664.9829712,21.44,2,523,10,532,9,536,0.98,thermosome,,0,0.990530303030303
EI28_01445,EI28_01445,553,Query,-,528,9.6e-196,664.4,22.2,1,1,5e-200,1.2e-195,664.1169434,22.21,3,524,7,529,5,532,0.99,thermosome subunit,,0,0.990530303030303
MBMB1_0742,MBMB1_0742,546,Query,-,528,1e-195,664.3,26.5,1,1,4.8e-200,1.2e-195,664.1480103,26.52,3,525,10,526,8,529,0.98,Thermosome subunit beta,,0,0.979166666666667
Shell_1559,Shell_1559,543,Query,-,528,1.2e-195,664.1,17.8,1,1,5.6e-200,1.3e-195,663.9310303,17.85,4,525,9,532,6,535,0.99,thermosome,,0,0.992424242424242
Pyrfu_1949,Pyrfu_1949,558,Query,-,528,1.4e-195,663.9,16.6,1,1,6.9e-200,1.7e-195,663.6364746,16.63,4,526,7,549,5,551,0.98,thermosome,,0,1.02840909090909
MCON_0154,MCON_0154,551,Query,-,528,1.4e-195,663.9,25.8,1,1,7.3e-200,1.7e-195,663.5646362,25.84,4,521,9,524,6,528,0.99,thermosome subunit alpha,,0,0.977272727272727
MTH_218,MTH_218,552,Query,-,528,2e-195,663.4,21.9,1,1,1e-199,2.4e-195,663.1135254,21.86,2,520,15,527,14,535,0.99,chaperonin,,0,0.971590909090909
NADRNF5_0075,NADRNF5_0075,569,Query,-,528,2.2e-195,663.2,22.4,1,1,1.1e-199,2.7e-195,662.9558105,22.4,2,523,10,532,9,536,0.99,Thermosome subunit alpha,,0,0.990530303030303
CF15_00400,CF15_00400,566,Query,-,528,2.3e-195,663.1,14.6,1,1,1.2e-199,3e-195,662.7929077,14.58,4,527,16,555,14,556,0.99,thermosome subunit,,0,1.02272727272727
MCBB_0770,MCBB_0770,541,Query,-,528,2.5e-195,663.1,26.1,1,1,1.2e-199,2.8e-195,662.8768311,26.06,3,524,9,524,7,528,0.98,Thermosome subunit beta,,0,0.977272727272727
AKJ37_06550,AKJ37_06550,540,Query,-,528,3.1e-195,662.7,20.1,1,1,1.6e-199,3.8e-195,662.4385376,20.06,2,521,6,526,5,531,0.99,thermosome subunit,,0,0.986742424242424
AKJ66_00640,AKJ66_00640,540,Query,-,528,3.1e-195,662.7,20.1,1,1,1.6e-199,3.8e-195,662.4385376,20.06,2,521,6,526,5,531,0.99,thermosome subunit,,0,0.986742424242424
AKJ40_01280,AKJ40_01280,540,Query,-,528,3.1e-195,662.7,20.1,1,1,1.6e-199,3.8e-195,662.4385376,20.06,2,521,6,526,5,531,0.99,thermosome subunit,,0,0.986742424242424
PTO0735,PTO0735,546,Query,-,528,3.1e-195,662.7,28.2,1,1,1.6e-199,3.8e-195,662.4613037,28.21,2,524,5,526,4,530,0.98,thermosome subunit,,0,0.988636363636364
NMY3_03297,NMY3_03297,553,Query,-,528,3.1e-195,662.7,25.6,1,1,1.6e-199,3.8e-195,662.4580078,25.63,3,523,11,532,9,535,0.99,60 kDa chaperonin,,0,0.988636363636364
Abm4_0562,Abm4_0562,539,Query,-,528,3.7e-195,662.5,27.9,1,1,1.8e-199,4.3e-195,662.2749023,27.87,3,523,6,520,4,525,0.98,thermosome subunit,,0,0.975378787878788
MMAB1_3345,MMAB1_3345,551,Query,-,528,3.8e-195,662.5,21.7,1,1,1.8e-199,4.3e-195,662.2553711,21.68,3,524,7,529,5,533,0.99,Thermosome subunit beta,,0,0.990530303030303
CAC12109,CAC12109,549,Query,-,528,4.5e-195,662.2,26,1,1,2.4e-199,5.6e-195,661.8835449,26.04,3,524,10,530,8,533,0.99,thermosome, alpha chain,,0,0.986742424242424
MTBMA_c06670,MTBMA_c06670,542,Query,-,528,4.5e-195,662.2,21.9,1,1,2.3e-199,5.4e-195,661.9428711,21.93,2,520,5,517,4,525,0.99,thermosome, subunit alpha (chaperonin subunit),,0,0.971590909090909
MTCT_0180,MTCT_0180,545,Query,-,528,4.6e-195,662.2,21.9,1,1,2.3e-199,5.5e-195,661.911499,21.93,2,520,5,517,4,525,0.99,chaperonin,,0,0.971590909090909
TCELL_0045,TCELL_0045,551,Query,-,528,4.6e-195,662.2,17.6,1,1,2.5e-199,5.9e-195,661.8106079,17.62,4,526,7,534,5,537,0.98,Thermosome subunit alpha,,0,1
BAB59649,BAB59649,544,Query,-,528,6.2e-195,661.7,21.3,1,1,3e-199,7.2e-195,661.5230103,21.3,3,524,5,527,3,531,0.99,archaeal chaperonin [group II],,0,0.990530303030303
ASAC_0314,ASAC_0314,560,Query,-,528,7.1e-195,661.5,16.3,1,1,3.5e-199,8.2e-195,661.3330688,16.31,4,524,11,533,8,537,0.99,Thermosome subunit beta,,0,0.990530303030303
CAC12400,CAC12400,543,Query,-,528,7.6e-195,661.5,19.9,1,1,3.7e-199,8.8e-195,661.2371826,19.89,3,525,5,528,3,531,0.99,thermosome beta chain,1a6d_B,0,0.992424242424242
Hbut_0481,Hbut_0481,568,Query,-,528,7.6e-195,661.4,17.4,1,1,4.1e-199,9.8e-195,661.0811157,17.4,4,527,15,553,13,554,0.99,Thermosome beta subunit,,0,1.02083333333333
MMINT_18090,MMINT_18090,545,Query,-,528,8.1e-195,661.4,23.7,1,1,4.1e-199,9.8e-195,661.0836182,23.68,3,520,6,524,4,528,0.99,thermosome subunit,,0,0.982954545454545
RM7,RM7,549,Query,-,528,9.2e-195,661.2,23,1,1,4.6e-199,1.1e-194,660.9262085,22.95,3,522,8,527,6,532,0.99,chaperonin Hsp60 (GroEL-like),,0,0.984848484848485
TanjilG_25201,TanjilG_25201,535,Query,-,528,9.4e-195,661.1,2.5,1,1,4.4e-199,1.1e-194,660.9749756,2.45,3,519,11,532,9,535,0.98,hypothetical protein,,0,0.988636363636364
Metbo_1901,Metbo_1901,579,Query,-,528,1.1e-194,660.9,26,1,1,5.6e-199,1.3e-194,660.640686,25.99,3,521,44,556,42,562,0.98,thermosome,,0,0.971590909090909
BN140_2485,BN140_2485,554,Query,-,528,1.3e-194,660.7,21.3,1,1,6.2e-199,1.5e-194,660.5004883,21.32,3,524,7,529,5,533,0.99,Thermosome subunit beta,,0,0.990530303030303
Msm_0826,Msm_0826,539,Query,-,528,1.4e-194,660.6,28.7,1,1,7e-199,1.7e-194,660.3264771,28.74,3,522,6,519,4,524,0.98,chaperonin, Cpn60/TCP-1/thermosome family, GroL,,0,0.973484848484849
METSMIF1_02975,METSMIF1_02975,539,Query,-,528,1.4e-194,660.6,28.7,1,1,7e-199,1.7e-194,660.3264771,28.74,3,522,6,519,4,524,0.98,thermosome, various subunit, archaeal,,0,0.973484848484849
A9757_02170,A9757_02170,539,Query,-,528,1.4e-194,660.6,28.7,1,1,7e-199,1.7e-194,660.3264771,28.74,3,522,6,519,4,524,0.98,thermosome subunit,,0,0.973484848484849
METSMIALI_00738,METSMIALI_00738,539,Query,-,528,1.4e-194,660.6,28.7,1,1,7e-199,1.7e-194,660.3264771,28.74,3,522,6,519,4,524,0.98,thermosome, various subunit, archaeal,,0,0.973484848484849
MBCUT_04280,MBCUT_04280,539,Query,-,528,1.5e-194,660.5,26.4,1,1,7.3e-199,1.7e-194,660.2692871,26.39,3,522,6,519,4,524,0.98,60 kDa chaperonin,,0,0.973484848484849
BEH94_02465,BEH94_02465,543,Query,-,528,1.7e-194,660.3,30.1,1,1,7.9e-199,1.9e-194,660.147644,30.09,2,524,2,525,1,529,0.98,thermosome subunit,,0,0.992424242424242
TCELL_0286,TCELL_0286,549,Query,-,528,1.8e-194,660.3,18,1,1,9.1e-199,2.2e-194,659.947876,18,4,525,9,532,7,535,0.99,thermosome subunit,,0,0.992424242424242
T478_1301,T478_1301,543,Query,-,528,1.9e-194,660.1,26.7,1,1,1e-198,2.4e-194,659.8084106,26.69,3,518,10,526,8,532,0.99,thermosome subunit,,0,0.979166666666667
BAB60294,BAB60294,549,Query,-,528,2e-194,660,26.5,1,1,1e-198,2.4e-194,659.8045654,26.51,3,525,10,531,8,534,0.98,archaeal chaperonin [group II],,0,0.988636363636364
YLM1_1135,YLM1_1135,537,Query,-,528,2.4e-194,659.8,25.6,1,1,1.2e-198,2.9e-194,659.5083618,25.61,3,521,6,518,4,524,0.98,thermosome subunit,,0,0.971590909090909
NMY3_03719,NMY3_03719,564,Query,-,528,2.6e-194,659.7,22.1,1,1,1.2e-198,2.9e-194,659.5114136,22.07,3,524,11,535,9,539,0.99,60 kDa chaperonin 1,,0,0.994318181818182
Metfor_0722,Metfor_0722,550,Query,-,528,3.4e-194,659.3,27.2,1,1,1.7e-198,4e-194,659.0778198,27.19,3,524,8,527,6,530,0.99,thermosome subunit,,0,0.984848484848485
Mzhil_0159,Mzhil_0159,541,Query,-,528,3.7e-194,659.2,23.4,1,1,1.9e-198,4.5e-194,658.8934326,23.38,3,520,7,525,5,530,0.99,thermosome,,0,0.982954545454545
SARC_04112,SARC_04112,538,Query,-,528,6.1e-194,658.5,4.6,1,1,3.1e-198,7.5e-194,658.1755371,4.56,2,525,11,535,10,537,0.98,T-complex protein 1 subunit eta,,0,0.994318181818182
MBCUR_13030,MBCUR_13030,537,Query,-,528,6.1e-194,658.5,26.8,1,1,3e-198,7.2e-194,658.234436,26.76,3,521,5,517,3,523,0.98,60 kDa chaperonin,,0,0.971590909090909
NVIE_021580,NVIE_021580,548,Query,-,528,8.5e-194,658,24.8,1,1,4.1e-198,9.8e-194,657.7844238,24.81,2,524,5,529,4,533,0.99,archaeal thermosome,,0,0.994318181818182
FFONT_1062,FFONT_1062,550,Query,-,528,9e-194,657.9,22.1,1,1,5e-198,1.2e-193,657.4943237,22.09,4,524,9,531,7,534,0.99,thermosome,,0,0.990530303030303
Kcr_1503,Kcr_1503,554,Query,-,528,9.2e-194,657.9,23,1,1,4.5e-198,1.1e-193,657.6383057,23.01,4,525,10,532,7,535,0.99,Chaperonin GroEL (HSP60 family),,0,0.990530303030303
NSED_09595,NSED_09595,567,Query,-,528,9.8e-194,657.8,24.6,1,1,4.9e-198,1.2e-193,657.5327759,24.64,2,523,10,532,9,536,0.99,thermosome,,0,0.990530303030303
CEY00_Acc03372,CEY00_Acc03372,535,Query,-,528,1.2e-193,657.5,4.9,1,1,5.9e-198,1.4e-193,657.2583008,4.89,3,518,11,531,9,534,0.98,T-complex protein 1 subunit epsilon like,,0,0.986742424242424
Tneu_1525,Tneu_1525,553,Query,-,528,1.4e-193,657.3,9.3,1,1,7.6e-198,1.8e-193,656.9112549,9.33,4,525,12,533,10,536,0.98,thermosome,,0,0.988636363636364
MBORA_04640,MBORA_04640,537,Query,-,528,1.6e-193,657.1,26.2,1,1,8e-198,1.9e-193,656.8247681,26.18,3,523,5,519,3,523,0.98,60 kDa chaperonin,,0,0.975378787878788
AKJ43_00165,AKJ43_00165,564,Query,-,528,1.6e-193,657.1,23.8,1,1,7.7e-198,1.8e-193,656.8908081,23.81,3,524,15,537,13,541,0.99,thermosome subunit,,0,0.990530303030303
NL43_00860,NL43_00860,538,Query,-,528,1.8e-193,656.9,26.6,1,1,9.3e-198,2.2e-193,656.6196289,26.6,2,523,4,519,3,523,0.99,thermosome subunit,,0,0.977272727272727
PTSG_06393,PTSG_06393,564,Query,-,528,1.8e-193,656.9,1.8,1,1,8.8e-198,2.1e-193,656.6968994,1.81,2,523,14,537,13,542,0.98,chaperonin subunit 1,,0,0.992424242424242
Desfe_1149,Desfe_1149,549,Query,-,528,2e-193,656.8,17.5,1,1,1.1e-197,2.5e-193,656.4380493,17.46,4,525,7,533,5,536,0.97,thermosome subunit,,0,0.998106060606061
ASAC_0438,ASAC_0438,552,Query,-,528,2e-193,656.7,16.1,1,1,1e-197,2.4e-193,656.4727173,16.06,4,526,8,535,5,537,0.98,Thermosome subunit alpha,,0,1
Dr16461,Dr16461,535,Query,-,528,2.2e-193,656.7,3.5,1,1,1e-197,2.4e-193,656.4845581,3.47,3,519,11,532,9,535,0.98,,,0,0.988636363636364
JCHSAcid_10760,JCHSAcid_10760,544,Query,-,528,2.3e-193,656.5,14.9,1,1,1.2e-197,2.8e-193,656.2993774,14.85,7,526,3,527,1,529,0.98,thermosome, archaeal,,0,0.994318181818182
